age,monthly_income,credit_score,purchase_amount,bnpl_installments,app_usage_frequency,debt_to_income_ratio,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,location_Canada,location_Germany,location_India,location_UK,location_USA,default_probability,actual_default,custom_risk_segment
32,12049.7,358,100.0,12,3.02,0.0082989617998788,False,True,False,False,False,False,True,True,False,False,False,False,0.4348342535037707,0,Medium Risk
29,93173.71,720,5000.0,6,6.62,0.0536632060696091,True,False,False,False,False,False,False,False,False,False,False,False,0.09216974349665988,0,Low Risk
18,44701.31,533,5000.0,12,4.71,0.1118535452316722,False,False,False,True,False,False,False,False,False,False,True,False,0.640529689067807,0,High Risk
31,9051.33,302,4470.76,6,1.37,0.4939340406327026,False,False,True,True,False,False,False,False,False,False,False,False,0.6443642784124027,1,High Risk
33,55509.2,500,5000.0,9,7.04,0.0900751587124296,True,False,False,False,False,True,False,False,False,False,False,False,0.6140894285281381,1,High Risk
22,45333.08,477,5000.0,3,3.78,0.1102947339999841,False,False,False,False,False,False,True,False,False,False,True,False,0.6101347691670309,0,High Risk
19,5614.31,300,3000.89,9,4.37,0.5345073570928573,False,True,False,False,False,False,False,False,False,False,False,False,0.5981704891296222,1,Medium Risk
39,64687.21,592,5000.0,9,4.44,0.0772950325110636,False,False,False,False,False,False,False,True,False,False,False,False,0.06436936942177054,1,Low Risk
33,21078.27,404,100.0,6,6.36,0.0047442223673954,False,True,False,True,False,False,False,True,False,False,False,False,0.4671028788307205,1,Medium Risk
41,77965.88,727,5000.0,3,2.48,0.0641306171366243,True,False,False,False,False,False,True,False,False,False,False,True,0.10619513629421866,0,Low Risk
56,11175.94,311,3351.09,12,2.61,0.2998486033389585,False,False,True,False,False,True,False,False,False,False,False,True,0.5607423470651132,0,Medium Risk
31,49969.67,523,5000.0,3,6.93,0.1000606968186902,True,False,False,False,False,False,False,False,False,True,False,False,0.5182133574737089,1,Medium Risk
49,16835.56,381,5000.0,9,7.27,0.2969904179011568,False,False,True,False,False,False,True,False,False,False,False,True,0.6028374762673693,1,High Risk
56,63576.98,594,5000.0,12,8.45,0.0786448176682818,False,False,False,False,True,False,False,False,False,True,False,False,0.08266674959899867,0,Low Risk
39,57248.04,591,5000.0,3,8.55,0.0873392346707415,True,False,False,False,False,False,False,False,False,False,False,False,0.060511701828194105,0,Low Risk
59,9490.18,379,3294.45,9,6.59,0.3471430468125999,False,True,False,True,False,False,False,False,False,False,True,False,0.5839435757887795,0,Medium Risk
32,66469.71,629,5000.0,6,5.41,0.0752222328034829,False,False,False,False,False,False,False,False,False,False,False,True,0.0848067002573769,0,Low Risk
24,37788.43,428,5000.0,6,5.77,0.1323156320598659,True,False,False,False,True,False,False,False,False,False,True,False,0.6171599141568962,0,High Risk
39,10164.88,338,3552.08,3,1.5,0.3494463289286248,False,True,False,True,False,False,False,True,False,False,False,False,0.5255999121938714,1,Medium Risk
41,76844.29,614,100.0,6,8.34,0.0013013328641594,True,False,False,False,False,False,True,False,False,False,False,False,0.16817519723140045,1,Low Risk
41,7042.5,303,2860.5,9,1.89,0.4061767838125665,False,False,True,True,False,False,False,False,False,False,False,True,0.5316559203515642,0,Medium Risk
27,5000.0,327,335.01,12,6.88,0.0670019999999999,False,False,True,True,False,False,False,False,False,False,False,False,0.4900898093502288,1,Medium Risk
27,29641.24,333,5000.0,12,6.47,0.1686839012133095,True,False,False,False,True,False,False,False,False,True,False,False,0.6014481863616822,0,High Risk
39,25273.41,430,5000.0,3,9.98,0.1978363821898192,False,True,False,False,True,False,False,False,True,False,False,False,0.4928498925963879,1,Medium Risk
34,13235.95,314,5000.0,3,7.26,0.3777590577178064,False,False,True,False,False,False,False,False,False,True,False,False,0.6046055075608223,1,High Risk
43,114187.91,822,5000.0,3,6.03,0.0437874727718547,True,False,False,False,False,False,False,True,False,False,False,False,0.07123446554633202,0,Low Risk
46,16532.11,357,3400.04,6,3.05,0.2056627980336448,False,True,False,True,False,False,False,False,False,False,False,True,0.5524635965777308,1,Medium Risk
35,83720.04,699,100.0,12,2.89,0.0011944571455054,False,False,False,False,True,False,False,False,True,False,False,False,0.09794808834695648,0,Low Risk
21,46978.31,471,5000.0,3,7.93,0.1064320960034535,False,False,False,True,False,False,False,False,False,False,True,False,0.597142191559158,1,Medium Risk
21,13911.84,393,4488.54,3,7.27,0.3226417210088673,False,True,False,False,False,False,False,False,True,False,False,False,0.5634423656375769,1,Medium Risk
47,89824.38,791,5000.0,6,4.85,0.0556641749155407,True,False,False,False,True,False,False,False,False,True,False,False,0.08499568284576614,0,Low Risk
54,75485.99,653,5000.0,3,5.75,0.0662374567784035,True,False,False,False,False,False,True,False,False,False,False,False,0.08482399711318418,0,Low Risk
21,8720.63,300,1827.41,6,4.76,0.2095502274491636,False,False,True,False,False,True,False,True,False,False,False,False,0.6084959684950781,0,High Risk
43,24276.26,412,4535.31,3,6.3,0.1868207870569849,False,True,False,False,True,False,False,True,False,False,False,False,0.5200277882675423,0,Medium Risk
37,29172.37,455,5000.0,3,4.6,0.1713950563495526,False,False,False,True,False,False,False,False,False,False,True,False,0.5851736131163481,0,Medium Risk
51,18610.58,348,5000.0,6,4.43,0.2686643833776271,False,True,False,True,False,False,False,False,False,True,False,False,0.5894640368560526,0,Medium Risk
30,44278.44,537,5000.0,6,2.54,0.11292177411851,False,False,False,False,False,True,False,False,False,False,False,False,0.6107757053102929,0,High Risk
58,102379.42,795,5000.0,6,7.31,0.0488379402813573,True,False,False,False,True,False,False,False,False,False,True,False,0.09351821263340797,0,Low Risk
21,27288.11,407,1601.86,3,4.83,0.058701756919039,True,False,False,False,False,False,True,False,False,False,False,True,0.5471034440528919,0,Medium Risk
26,73623.27,661,5000.0,6,1.79,0.067913310560642,True,False,False,True,False,False,False,False,False,True,False,False,0.07159738347795491,0,Low Risk
59,13257.38,321,3230.76,6,2.67,0.2436952097624116,False,False,True,False,True,False,False,False,False,False,True,False,0.5963186698456475,1,Medium Risk
26,50494.73,524,5000.0,9,6.02,0.0990202343888164,False,False,False,False,False,False,False,False,False,False,False,False,0.5783573883986525,0,Medium Risk
54,10706.67,300,3070.26,6,5.78,0.2867614300244614,False,True,False,False,False,False,True,False,False,False,False,False,0.6569820669214252,1,High Risk
47,8422.11,302,3268.01,6,3.26,0.3880274658013253,False,False,True,False,True,False,False,False,False,False,True,False,0.627731230806868,1,High Risk
35,6915.56,300,1797.88,3,6.29,0.2599760539999653,False,False,True,False,False,True,False,False,True,False,False,False,0.6174385860811299,1,High Risk
45,13882.08,385,5000.0,3,6.45,0.3601765729631294,False,True,False,False,True,False,False,False,True,False,False,False,0.5476701639063494,0,Medium Risk
54,95865.66,775,5000.0,3,6.1,0.0521563195830498,True,False,False,False,False,True,False,False,False,False,False,False,0.0917368638840274,0,Low Risk
51,49493.28,564,5000.0,3,9.89,0.1010238157584221,True,False,False,False,False,False,True,False,False,False,True,False,0.10313163258890562,0,Low Risk
40,67464.46,669,5000.0,6,3.36,0.0741130959915783,True,False,False,False,False,True,False,True,False,False,False,False,0.0700604152926361,0,Low Risk
45,14015.29,334,5000.0,3,1.06,0.3567532316491488,False,True,False,True,False,False,False,False,False,False,True,False,0.5629451867846914,1,Medium Risk
18,14695.47,351,3191.82,3,6.87,0.2171975445494428,False,True,False,False,False,False,False,True,False,False,False,False,0.5538610754316278,0,Medium Risk
36,20393.53,361,5000.0,6,2.92,0.2451757984027287,False,True,False,False,True,False,False,False,False,True,False,False,0.5903021215612531,0,Medium Risk
34,7828.07,300,3550.7,3,7.09,0.4535856219987813,False,False,True,False,False,True,False,False,False,True,False,False,0.5972396877053936,0,Medium Risk
23,6849.6,300,465.95,6,9.24,0.0680258701238028,False,True,False,True,False,False,False,False,False,False,False,True,0.5366181789372685,1,Medium Risk
30,44489.88,478,5000.0,9,6.5,0.1123851087033725,False,False,False,True,False,False,False,False,False,False,False,False,0.6935804900579801,0,High Risk
18,43437.78,473,5000.0,12,3.14,0.1151071716832674,False,False,False,False,False,False,False,False,False,False,False,True,0.6482331628294395,0,High Risk
36,10573.09,300,2734.39,12,5.93,0.2586178685701152,False,False,True,False,True,False,False,False,False,False,False,True,0.6744370301188242,1,High Risk
20,10934.63,320,1092.3,12,5.98,0.0998936406627384,False,False,True,False,False,False,False,False,False,True,False,False,0.6683603950333115,1,High Risk
30,63456.89,547,5000.0,9,6.43,0.0787936503033791,False,False,False,False,False,False,True,False,False,False,False,False,0.5542225732282465,1,Medium Risk
23,5000.0,300,992.63,9,9.07,0.198526,False,True,False,False,True,False,False,False,True,False,False,False,0.5931879674809832,1,Medium Risk
39,65102.62,553,5000.0,12,2.6,0.0768018245655858,False,False,False,False,False,False,True,False,False,False,False,True,0.2364506363087251,0,Low Risk
47,16901.46,371,5000.0,6,8.95,0.2958324310444186,False,False,True,False,False,False,True,False,True,False,False,False,0.5956888463078563,1,Medium Risk
56,94519.38,762,5000.0,12,5.19,0.0528992043748065,False,False,False,False,False,True,False,False,False,True,False,False,0.07723942060090094,0,Low Risk
23,11789.84,300,2056.93,12,8.38,0.1744663201536238,False,True,False,False,False,True,False,False,False,False,False,False,0.6537721250455999,1,High Risk
49,15580.92,399,3541.46,12,1.17,0.227294665526811,False,False,True,False,False,True,False,False,True,False,False,False,0.510369337388575,1,Medium Risk
35,13898.84,300,3538.52,12,6.64,0.2545910306183825,False,True,False,False,False,False,True,False,False,False,False,True,0.6962390356045721,1,High Risk
28,16484.17,373,4188.1,12,7.5,0.2540679937176091,False,True,False,False,False,False,False,False,True,False,False,False,0.5770696040740649,1,Medium Risk
24,7125.21,304,1968.9,9,2.55,0.2763286976804894,False,False,True,False,False,False,True,False,False,False,False,True,0.5812290347319027,1,Medium Risk
47,92284.67,706,5000.0,12,1.42,0.0541801796549741,True,False,False,False,False,False,True,False,False,True,False,False,0.11238468007833079,0,Low Risk
33,46513.48,543,2488.68,9,2.6,0.05350448945123,False,False,False,True,False,False,False,False,False,False,False,False,0.43546691639080315,0,Medium Risk
56,37931.77,403,5000.0,9,9.09,0.1318156257933653,True,False,False,False,False,True,False,False,True,False,False,False,0.6336246383580284,1,High Risk
59,20705.6,376,4641.86,6,1.73,0.224183795688123,False,False,True,False,False,True,False,False,False,True,False,False,0.5026094293762788,1,Medium Risk
31,19910.73,374,5000.0,12,2.18,0.2511208780391276,False,True,False,False,True,False,False,False,False,False,False,True,0.6118958161385831,1,High Risk
54,18872.72,430,5000.0,12,5.4,0.2649326647139363,False,True,False,False,False,False,False,False,False,False,True,False,0.5676213605142366,0,Medium Risk
35,56830.17,484,5000.0,12,1.69,0.0879814366207245,True,False,False,False,True,False,False,False,False,False,True,False,0.6416934266503864,1,High Risk
21,43642.58,430,5000.0,6,8.38,0.114567012307705,False,False,False,False,False,False,True,False,True,False,False,False,0.6536187729029157,1,High Risk
25,16056.98,326,4460.52,6,6.21,0.2777932089346814,False,True,False,False,False,True,False,False,False,True,False,False,0.5938109728170666,0,Medium Risk
33,18672.32,397,2438.21,9,7.41,0.1305788461208891,False,True,False,False,True,False,False,False,False,False,True,False,0.5635834535182738,1,Medium Risk
46,12420.89,300,5000.0,9,5.41,0.4025476435263496,False,False,True,False,True,False,False,False,False,False,False,False,0.6909217127743643,0,High Risk
22,57263.76,619,5000.0,3,2.25,0.0873152583763273,False,False,False,True,False,False,False,False,False,True,False,False,0.12144912192594169,0,Low Risk
31,56765.05,482,5000.0,9,7.98,0.0880823675835747,True,False,False,True,False,False,False,False,False,False,True,False,0.6892874518730892,1,High Risk
29,13812.04,334,4675.62,3,9.68,0.3385176990509729,False,False,True,False,False,False,True,False,False,False,False,False,0.5974057572146116,0,Medium Risk
57,41925.01,478,5000.0,12,5.86,0.1192605559306962,True,False,False,False,False,True,False,False,False,False,True,False,0.5902404951016739,0,Medium Risk
36,70689.51,661,5000.0,12,1.29,0.070731852576146,True,False,False,False,False,False,True,False,False,True,False,False,0.05919725064966199,0,Low Risk
22,12422.08,300,814.69,6,3.1,0.0655840245755944,False,True,False,False,False,False,False,False,False,False,True,False,0.6670557804715592,1,High Risk
49,5000.0,394,1989.26,12,8.78,0.397852,False,False,True,False,True,False,False,False,False,True,False,False,0.46783607582901654,0,Medium Risk
51,32424.03,432,2038.16,6,8.61,0.0628595520051023,False,True,False,False,False,False,True,False,False,False,True,False,0.5123321033940623,0,Medium Risk
58,19229.42,333,5000.0,9,3.55,0.2600182428799205,False,True,False,False,True,False,False,False,True,False,False,False,0.6292694054015461,1,High Risk
59,13631.89,300,5000.0,3,8.38,0.3667869972542325,False,True,False,False,False,False,False,False,False,False,False,False,0.6375926925878701,1,High Risk
19,12689.18,373,5000.0,3,9.28,0.3940364940839361,False,True,False,True,False,False,False,False,False,True,False,False,0.5264185959937457,1,Medium Risk
51,98554.14,729,5000.0,12,4.03,0.0507335359021954,True,False,False,False,False,True,False,False,True,False,False,False,0.19563494943563975,0,Low Risk
31,13395.52,300,4855.4,6,4.46,0.3624644657318267,False,True,False,False,False,False,False,False,False,False,False,False,0.710054923541207,0,High Risk
44,30829.45,350,2938.99,12,6.82,0.0953306010973273,False,True,False,True,False,False,False,False,False,True,False,False,0.6040961101102801,1,High Risk
32,67879.32,571,5000.0,9,8.75,0.0736601368428558,False,False,False,False,False,True,False,False,False,False,False,False,0.16824118131139276,1,Low Risk
35,74515.75,637,5000.0,9,8.5,0.067099908408625,False,False,False,False,True,False,False,False,True,False,False,False,0.05407431040719251,0,Low Risk
53,33504.58,488,5000.0,12,2.54,0.1492333286971512,True,False,False,True,False,False,False,True,False,False,False,False,0.5644093165067331,1,Medium Risk
57,92079.7,694,5000.0,6,7.58,0.0543007850807507,False,False,False,False,False,False,True,False,False,False,False,True,0.15043981117321148,1,Low Risk
36,17816.02,342,5000.0,6,3.14,0.2806462947392291,False,True,False,False,False,True,False,True,False,False,False,False,0.5994403795411799,0,Medium Risk
44,5000.0,319,1230.44,12,9.33,0.246088,False,False,True,False,False,False,True,False,False,False,False,False,0.5565201776944309,1,Medium Risk
28,16509.59,341,4466.2,9,4.75,0.2705215574705368,False,True,False,True,False,False,False,False,False,False,False,True,0.6043032695746867,0,High Risk
37,71673.83,697,5000.0,9,6.35,0.0697604690582322,True,False,False,False,True,False,False,False,True,False,False,False,0.11358215646804601,0,Low Risk
40,24636.54,420,5000.0,3,8.32,0.2029505766637685,False,True,False,False,False,True,False,False,False,False,False,True,0.5683797415763142,0,Medium Risk
22,37975.1,462,5000.0,6,2.53,0.1316652227380573,True,False,False,False,True,False,False,False,False,False,False,False,0.5729035278526762,1,Medium Risk
49,32317.27,457,4267.41,6,1.83,0.1320473542474348,False,False,False,False,False,False,True,False,False,False,False,True,0.5092107239389808,0,Medium Risk
34,10380.48,368,1661.35,3,1.61,0.1600455855605906,False,False,True,False,True,False,False,False,False,True,False,False,0.5454190922911427,0,Medium Risk
45,22891.7,300,5000.0,12,2.37,0.2184197766002525,False,True,False,False,True,False,False,False,False,False,False,False,0.7530737908049361,1,High Risk
50,18483.0,412,2309.48,3,2.87,0.1249515771249256,False,False,True,True,False,False,False,True,False,False,False,False,0.5249167912814995,0,Medium Risk
32,12757.03,339,5000.0,12,1.06,0.3919407573706419,False,False,True,False,False,True,False,False,True,False,False,False,0.5716965833052198,0,Medium Risk
54,18160.12,419,100.0,12,2.13,0.0055065715424787,False,True,False,False,False,True,False,False,False,False,False,True,0.47797958765504867,0,Medium Risk
27,16491.55,372,3251.51,3,5.1,0.1971621830573839,False,True,False,True,False,False,False,False,False,False,False,True,0.5640898632192862,0,Medium Risk
19,17666.79,300,5000.0,12,4.61,0.2830168921462246,False,True,False,True,False,False,False,False,True,False,False,False,0.64473311729453,0,High Risk
44,58960.7,578,5000.0,3,6.09,0.0848022496340783,False,False,False,False,False,False,False,False,False,True,False,False,0.14063575044402732,0,Low Risk
33,51818.82,527,5000.0,3,5.71,0.0964900397191599,False,False,False,False,True,False,False,False,True,False,False,False,0.622646683323812,1,High Risk
24,27173.26,353,5000.0,3,5.98,0.1840044219942694,False,False,False,False,False,False,True,False,False,False,False,False,0.6093983987869463,1,High Risk
28,75804.61,669,5000.0,6,3.66,0.0659590491923908,True,False,False,False,False,True,False,False,False,True,False,False,0.05352282894383263,0,Low Risk
38,30385.36,416,5000.0,6,3.71,0.164552929437071,False,False,False,False,False,False,True,True,False,False,False,False,0.5615423733689617,1,Medium Risk
48,71585.63,606,5000.0,3,8.31,0.0698464202941288,False,False,False,True,False,False,False,False,False,False,False,False,0.07084792161980032,0,Low Risk
27,79311.89,694,1510.43,3,5.86,0.0190441811435838,True,False,False,False,False,False,True,False,True,False,False,False,0.05515063657173101,0,Low Risk
46,7279.37,355,154.54,12,5.31,0.0212298591773738,False,False,True,False,True,False,False,True,False,False,False,False,0.547492403117654,1,Medium Risk
48,56054.81,541,5000.0,6,8.24,0.0891984113406146,False,False,False,False,False,False,True,False,False,False,False,False,0.5801550806798419,1,Medium Risk
46,27181.56,418,5000.0,6,2.9,0.1839482354949458,True,False,False,True,False,False,False,False,False,False,False,False,0.5855598415615634,0,Medium Risk
33,66227.0,640,5000.0,9,5.62,0.0754979087079287,False,False,False,False,False,False,True,False,False,True,False,False,0.09270765251835268,0,Low Risk
26,28127.37,415,4065.37,12,8.52,0.1445343094644113,False,False,False,False,True,False,False,False,True,False,False,False,0.5326820421897183,0,Medium Risk
27,31111.99,422,5000.0,6,7.38,0.1607097456639707,False,False,False,False,False,True,False,False,False,False,False,True,0.6177281279516095,0,High Risk
52,14158.96,349,5000.0,12,2.47,0.3531332809754389,False,False,True,False,False,False,False,False,False,False,False,False,0.5587964331519898,1,Medium Risk
50,13114.82,370,1540.62,3,1.16,0.1174716847047843,False,False,True,False,False,False,True,False,False,True,False,False,0.49462409782119965,0,Medium Risk
49,8829.4,322,2593.89,9,5.88,0.2937787392121775,False,False,True,False,True,False,False,False,False,False,False,True,0.5536552966645302,0,Medium Risk
55,19270.64,375,5000.0,6,3.91,0.2594620624950702,False,True,False,False,False,True,False,False,False,False,False,True,0.6369160900415914,0,High Risk
57,27021.37,329,5000.0,12,9.73,0.1850387304566718,False,True,False,False,True,False,False,False,False,False,False,True,0.6811377793862293,1,High Risk
26,10354.5,327,3576.23,12,2.9,0.3453793036843884,False,True,False,False,False,False,True,False,False,False,False,False,0.5215725161340613,0,Medium Risk
20,35280.83,404,5000.0,6,1.86,0.1417200218929089,False,False,False,False,False,False,True,False,False,False,True,False,0.5648494419398751,1,Medium Risk
56,14423.59,401,5000.0,9,7.14,0.3466543350164556,False,False,True,False,False,False,True,False,False,False,False,False,0.5285420943538129,0,Medium Risk
24,14134.29,340,5000.0,9,5.12,0.3537496400597412,False,False,False,False,True,False,False,False,True,False,False,False,0.585866555814114,0,Medium Risk
27,5000.0,300,2968.54,9,4.76,0.593708,False,True,False,True,False,False,False,False,False,True,False,False,0.5522224384646038,0,Medium Risk
39,17531.91,370,3282.93,9,1.93,0.1872545546948393,False,True,False,False,False,True,False,False,False,False,False,True,0.5164928945532276,0,Medium Risk
53,9694.89,365,3919.03,3,9.47,0.4042366648822215,False,False,True,False,False,False,False,True,False,False,False,False,0.5344406917920986,0,Medium Risk
42,13818.84,300,2783.48,3,3.11,0.2014264583713249,False,False,True,False,True,False,False,False,False,False,False,True,0.7089933752377157,0,High Risk
41,32351.79,501,5000.0,6,2.79,0.1545509537493906,False,False,False,False,False,False,False,True,False,False,False,False,0.5379799404303639,0,Medium Risk
54,62401.55,548,5000.0,9,4.75,0.0801262148135743,True,False,False,False,False,True,False,True,False,False,False,False,0.47925740987287013,0,Medium Risk
54,48474.53,573,100.0,6,9.8,0.0020629390321061,False,False,False,True,False,False,False,False,False,False,False,False,0.19913889826407769,0,Low Risk
56,86577.73,717,5000.0,9,4.72,0.05775157191116,False,False,False,False,False,True,False,False,False,True,False,False,0.05650183888958064,0,Low Risk
29,54368.14,593,5000.0,6,1.46,0.0919656254563794,True,False,False,False,False,True,False,False,False,True,False,False,0.028977898050593844,0,Low Risk
23,49400.92,542,5000.0,6,4.73,0.1012126899660978,True,False,False,False,False,True,False,False,False,False,False,False,0.5116915732179641,1,Medium Risk
43,81121.96,730,5000.0,9,6.42,0.061635591644975,False,False,False,False,False,False,False,True,False,False,False,False,0.06515950851152906,0,Low Risk
50,53237.24,556,5000.0,6,3.24,0.0939192189527481,False,False,False,False,False,False,True,True,False,False,False,False,0.03979622614683726,0,Low Risk
28,64281.29,651,5000.0,6,6.81,0.0777831309857036,True,False,False,False,False,False,False,True,False,False,False,False,0.05347015598643126,0,Low Risk
44,39545.29,474,5000.0,6,7.46,0.1264373077046596,False,False,False,False,False,True,False,False,False,False,False,True,0.5797663897392817,0,Medium Risk
36,14572.59,329,3692.56,9,1.22,0.2533907836561654,False,False,True,False,False,False,False,True,False,False,False,False,0.6433315213644378,1,High Risk
25,10189.38,358,2588.51,12,9.68,0.2540399906569389,False,False,True,True,False,False,False,False,False,False,True,False,0.583033202775936,1,Medium Risk
39,66907.59,642,5000.0,6,9.84,0.0747299372163905,True,False,False,False,False,False,True,False,False,False,True,False,0.12090784545465035,0,Low Risk
18,22080.57,300,3372.32,6,3.54,0.1527279413529632,True,False,False,False,False,False,False,False,False,False,False,False,0.629092402340795,1,High Risk
27,71807.62,594,5000.0,12,2.48,0.0696304932540585,False,False,False,False,False,True,False,False,False,False,True,False,0.07868187008516887,0,Low Risk
56,54340.29,604,5000.0,3,4.4,0.0920127588571941,False,False,False,False,True,False,False,False,False,False,False,False,0.058993961442400315,0,Low Risk
34,60965.5,520,5000.0,12,5.7,0.0820135978545242,False,False,False,True,False,False,False,False,False,False,True,False,0.6283037451830651,0,High Risk
58,68762.33,638,261.67,3,1.37,0.0038054266049448,False,False,False,False,True,False,False,False,False,False,False,True,0.08571167713246876,0,Low Risk
56,56894.71,571,5000.0,6,7.94,0.0878816325806037,False,False,False,True,False,False,False,False,False,False,True,False,0.11881300190738464,0,Low Risk
33,98706.76,711,5000.0,6,6.15,0.0506550919106249,True,False,False,False,False,True,False,False,True,False,False,False,0.14880538821870024,0,Low Risk
27,7346.61,320,3776.22,3,3.22,0.5140085018804591,False,False,True,False,False,False,True,False,False,False,False,True,0.5194941648240521,0,Medium Risk
22,47623.34,547,5000.0,9,8.02,0.1049905361530711,False,False,False,True,False,False,False,False,False,True,False,False,0.502804896825976,0,Medium Risk
53,13607.97,352,2070.85,3,4.93,0.1521792008653752,False,True,False,False,False,False,False,True,False,False,False,False,0.5431986281036428,0,Medium Risk
30,80112.59,656,5000.0,9,4.79,0.0624121626825446,True,False,False,False,False,False,False,False,False,False,True,False,0.06632703749671283,0,Low Risk
44,55650.84,563,5000.0,9,9.91,0.0898459034939993,False,False,False,False,False,True,False,False,False,False,False,True,0.10982716372788168,0,Low Risk
55,6993.03,300,1628.89,6,1.78,0.2329305036586429,False,False,True,False,False,False,False,False,False,False,False,False,0.6622022590363054,1,High Risk
24,11667.92,301,4012.82,6,7.81,0.3439190532674204,False,False,True,True,False,False,False,False,False,False,True,False,0.6302465942413021,1,High Risk
18,41582.86,479,5000.0,3,3.87,0.1202418496467054,True,False,False,False,False,False,True,False,False,True,False,False,0.5581629200955995,1,Medium Risk
24,60912.95,584,5000.0,9,3.52,0.0820843515213103,True,False,False,False,True,False,False,False,False,False,False,True,0.07380059532737072,0,Low Risk
44,21829.24,419,5000.0,9,9.82,0.2290505761996294,False,True,False,False,False,False,True,False,True,False,False,False,0.6145660451545902,1,High Risk
49,41584.34,524,5000.0,6,2.14,0.1202375702007053,False,False,False,False,True,False,False,False,False,False,False,False,0.6016930818214841,1,High Risk
39,50272.83,427,5000.0,12,8.62,0.0994573012897821,True,False,False,False,True,False,False,False,False,False,True,False,0.6717512430815269,1,High Risk
18,31324.48,382,5000.0,3,5.61,0.1596195691037808,False,False,False,False,False,True,False,False,False,False,False,True,0.6528882478656172,1,High Risk
33,58216.8,562,5000.0,9,5.59,0.0858858611259979,False,False,False,False,True,False,False,False,True,False,False,False,0.1346265058350444,0,Low Risk
27,47709.63,553,5000.0,12,4.81,0.1048006450689305,True,False,False,False,False,False,False,True,False,False,False,False,0.12443396967126999,0,Low Risk
53,57839.05,526,5000.0,3,1.16,0.0864467863839395,True,False,False,False,False,False,True,False,False,False,False,False,0.5330031699563815,0,Medium Risk
59,8462.81,348,1068.01,3,1.08,0.1262003991581992,False,False,True,False,True,False,False,False,False,False,False,False,0.503848486424062,1,Medium Risk
54,94770.21,717,5000.0,6,6.91,0.0527591951099401,True,False,False,False,False,False,True,False,False,False,False,False,0.1405439777940107,0,Low Risk
55,12326.02,321,1866.8,3,6.76,0.151451969086534,False,False,True,False,False,True,False,False,True,False,False,False,0.5524450607163295,1,Medium Risk
45,57229.5,606,5000.0,9,5.18,0.0873675289841777,False,False,False,True,False,False,False,False,True,False,False,False,0.06626379234820924,0,Low Risk
20,53043.61,536,5000.0,3,6.61,0.0942620609720944,True,False,False,False,False,True,False,False,False,False,False,True,0.5892446974117093,1,Medium Risk
59,66294.36,584,5000.0,6,9.82,0.0754211972179835,True,False,False,True,False,False,False,False,False,True,False,False,0.23491341546398098,1,Low Risk
26,7595.25,341,1171.04,3,7.17,0.1541805733846812,False,True,False,False,False,False,False,True,False,False,False,False,0.5565351912718492,0,Medium Risk
20,14966.17,308,5000.0,3,1.1,0.3340868104531754,False,True,False,False,True,False,False,True,False,False,False,False,0.5400295542312289,1,Medium Risk
33,6722.05,300,3441.42,6,4.93,0.5119598931873461,False,False,True,True,False,False,False,False,False,True,False,False,0.6164367116081209,0,High Risk
42,12102.93,412,3338.57,12,5.93,0.2758480797625038,False,False,True,False,False,True,False,False,True,False,False,False,0.5644293714765759,1,Medium Risk
30,9570.8,300,3163.6,6,8.65,0.3305470807038074,False,True,False,False,True,False,False,False,False,False,True,False,0.6318282608862249,1,High Risk
27,36745.1,382,5000.0,12,3.81,0.1360725647773444,False,False,False,False,False,False,False,False,False,True,False,False,0.632368703621881,1,High Risk
23,48047.88,495,5000.0,6,8.81,0.1040628639598667,False,False,False,True,False,False,False,False,True,False,False,False,0.5656743014225045,0,Medium Risk
50,13662.06,300,4286.1,9,9.36,0.3137228207166416,False,False,True,False,False,True,False,False,False,False,True,False,0.6640208482169758,1,High Risk
26,60473.35,545,5000.0,3,2.48,0.0826810487594948,False,False,False,False,False,False,False,False,False,False,True,False,0.5604971607841653,1,Medium Risk
55,62434.13,539,5000.0,3,7.05,0.0800844025535392,False,False,False,False,False,False,False,False,False,True,False,False,0.6783287887157925,1,High Risk
34,53398.49,578,5000.0,6,3.9,0.093635606549923,True,False,False,False,False,True,False,False,False,True,False,False,0.045271054579538623,0,Low Risk
59,5000.0,314,1566.13,3,3.36,0.313226,False,False,False,False,False,True,False,False,False,True,False,False,0.4867035242508643,0,Medium Risk
48,6819.17,300,1341.75,9,1.54,0.1967614827024403,False,False,True,False,False,True,False,False,False,True,False,False,0.6352396882448338,1,High Risk
50,81759.63,664,5000.0,6,4.03,0.0611548755785709,True,False,False,False,False,False,True,False,False,False,False,False,0.10634269766385696,0,Low Risk
41,59016.83,597,5000.0,12,7.04,0.0847215955177531,False,False,False,False,False,True,False,False,False,True,False,False,0.043891066406156316,0,Low Risk
31,61326.79,601,5000.0,6,5.16,0.0815304371874021,True,False,False,False,False,False,False,False,False,True,False,False,0.0750367575478886,0,Low Risk
26,12136.12,380,5000.0,9,4.05,0.4119932894533014,False,True,False,True,False,False,False,False,False,False,False,True,0.5617734652637953,0,Medium Risk
31,8596.49,300,3102.72,12,1.72,0.360928704622468,False,False,True,True,False,False,False,False,False,False,False,True,0.5933684532164761,0,Medium Risk
32,31377.72,443,5000.0,3,5.82,0.1593487353446968,False,False,False,False,True,False,False,False,False,False,False,False,0.560354117502601,1,Medium Risk
